,city,lat,lng
10701,Wynne,35.2324,-90.7897
10702,Sherwood,34.8509,-92.2029
10703,Forrest City,35.0101,-90.7875
10704,Farmington,36.037,-94.2537
10705,Fayetteville,36.0713,-94.166
10706,Conway,35.0754,-92.4696
10707,Harrison,36.2438,-93.1198
10708,Mena,34.5811,-94.2373
10709,Hope,33.6677,-93.5908
10710,Pine Bluff,34.2119,-92.0174
10711,Alma,35.4914,-94.2183
10712,De Queen,34.0428,-94.3423
10713,Mountain Home,36.3345,-92.3845
10714,Magnolia,33.2777,-93.2261
10715,Greenwood,35.2135,-94.2411
10716,White Hall,34.2735,-92.1004
10717,Malvern,34.369,-92.8186
10718,Warren,33.6113,-92.0675
10719,Morrilton,35.1555,-92.7387
10720,Pocahontas,36.2636,-90.9698
10721,Bryant,34.6144,-92.4903
10722,Walnut Ridge,36.0843,-90.9465
10723,Fort Smith,35.3494,-94.3695
10724,Russellville,35.2761,-93.1385
10725,Trumann,35.6763,-90.5229
10726,Bentonville,36.3579,-94.2286
10727,Cabot,34.9765,-92.0268
10728,Jacksonville,34.8805,-92.1303
10729,Paragould,36.0561,-90.5149
10730,Texarkana,33.4365,-93.9961
10731,Barre,44.1997,-72.5083
10732,Winooski,44.4951,-73.1842
10733,Montpelier,44.2658,-72.5717
10734,Burlington,44.4877,-73.2314
10735,Saint Albans,44.8119,-73.0846
10736,South Burlington,44.4622,-73.2203
10737,Essex Junction,44.4903,-73.114
10738,Rutland,43.6091,-72.9782
10739,Bellows Falls,43.1344,-72.455
10740,East Alton,38.8837,-90.1077
10741,Homer Glen,41.6043,-87.9495
10742,Waterloo,38.3403,-90.1538
10743,Chicago Ridge,41.7034,-87.7795
10744,Libertyville,42.287,-87.9671
10745,Elburn,41.8838,-88.4615
10746,Willow Springs,41.7351,-87.8836
10747,New Lenox,41.5089,-87.9697
10748,Burbank,41.7444,-87.7686
10749,Algonquin,42.1629,-88.3158
10750,Hanover Park,41.9819,-88.1447
10751,Lockport,41.5897,-88.029
10752,Quincy,39.9335,-91.3796
10753,Harvey,41.6076,-87.6521
10754,South Holland,41.5977,-87.6022
10755,Maywood,41.8798,-87.8442
10756,Mokena,41.5324,-87.8779
10757,Long Grove,42.197,-88.0059
10758,Elk Grove Village,42.0061,-87.9929
10759,Countryside,41.7741,-87.8752
10760,Cicero,41.8445,-87.7593
10761,Peoria Heights,40.7466,-89.5701
10762,Montgomery,41.7237,-88.363
10763,Addison,41.9314,-88.0086
10764,Harrisburg,37.7373,-88.5457
10765,Oak Brook,41.8373,-87.9512
10766,Vandalia,38.9754,-89.1117
10767,Dwight,41.0985,-88.4238
10768,River Forest,41.895,-87.8194
10769,Milan,41.4417,-90.5597
10770,Frankfort,41.4913,-87.8395
10771,Evanston,42.0463,-87.6942
10772,Chatham,39.6714,-89.6962
10773,Godfrey,38.9582,-90.2158
10774,Freeport,42.2895,-89.6354
10775,Clinton,40.1469,-88.9635
10776,Arlington Heights,42.0955,-87.9825
10777,Deerfield,42.1655,-87.8515
10778,Markham,41.6,-87.6905
10779,Charleston,39.4845,-88.1779
10780,Channahon,41.4202,-88.2623
10781,Hillside,41.8674,-87.9019
10782,Spring Valley,41.3358,-89.2034
10783,Chicago,41.8373,-87.6861
10784,DeKalb,41.9299,-88.7478
10785,Marengo,42.2311,-88.6156
10786,Lincolnshire,42.1961,-87.9179
10787,Posen,41.6291,-87.6858
10788,Benton,38.011,-88.9179
10789,Wood River,38.8633,-90.0774
10790,Anna,37.4612,-89.2388
10791,West Frankfort,37.8997,-88.9302
10792,Carpentersville,42.1227,-88.2894
10793,Mattoon,39.4774,-88.3623
10794,Washington,40.7039,-89.4349
10795,Taylorville,39.5328,-89.2804
10796,Beach Park,42.4261,-87.8584
10797,Hickory Hills,41.7248,-87.8281
10798,Elgin,42.0385,-88.3227
10799,Lynwood,41.5233,-87.5507
10800,Berwyn,41.8433,-87.7909
10801,Mendota,41.5552,-89.1046
10802,Lemont,41.6697,-87.9831
10803,Morris,41.3744,-88.43
10804,Oak Forest,41.6055,-87.7527
10805,Hazel Crest,41.5732,-87.6899
10806,Naperville,41.7483,-88.1656
10807,Granite City,38.7296,-90.1263
10808,Jerseyville,39.118,-90.3276
10809,Peoria,40.7518,-89.6153
10810,Sycamore,41.9955,-88.6816
10811,Crystal Lake,42.233,-88.3352
10812,Maryville,38.7264,-89.9643
10813,Pontoon Beach,38.7209,-90.0598
10814,Belleville,38.515,-89.9865
10815,Du Quoin,38.0019,-89.2323
10816,Pinckneyville,38.0851,-89.3718
10817,Hillsboro,39.167,-89.4735
10818,Bensenville,41.9595,-87.9435
10819,Mount Vernon,38.3144,-88.9173
10820,River Grove,41.9243,-87.8379
10821,Park Ridge,42.0125,-87.8436
10822,Metropolis,37.1566,-88.7083
10823,Columbia,38.4581,-90.2157
10824,Willowbrook,41.7635,-87.9456
10825,Calumet Park,41.665,-87.6578
10826,Centralia,38.5222,-89.1233
10827,Galesburg,40.9506,-90.3763
10828,Sauk Village,41.4907,-87.5702
10829,Mundelein,42.2692,-88.0102
10830,Silvis,41.4978,-90.4101
10831,Midlothian,41.6254,-87.7243
10832,Coal City,41.278,-88.2791
10833,Harwood Heights,41.9663,-87.8057
10834,Morton Grove,42.0423,-87.789
10835,Breese,38.6138,-89.5231
10836,Justice,41.7495,-87.8345
10837,Lansing,41.5646,-87.5459
10838,Lisle,41.7925,-88.0881
10839,Centreville,38.58,-90.1037
10840,Westmont,41.7948,-87.9742
10841,Melrose Park,41.9029,-87.8642
10842,Plainfield,41.6202,-88.2258
10843,Broadview,41.8584,-87.8562
10844,Joliet,41.5201,-88.1503
10845,Carterville,37.763,-89.0839
10846,Prospect Heights,42.1039,-87.9267
10847,Morton,40.6137,-89.4668
10848,Brookfield,41.8245,-87.847
10849,Lakemoor,42.3398,-88.203
10850,Minooka,41.4507,-88.2792
10851,Lindenhurst,42.4179,-88.0257
10852,Edwardsville,38.7925,-89.9884
10853,Glenview,42.0825,-87.8215
10854,Clarendon Hills,41.7981,-87.9569
10855,Peru,41.348,-89.1352
10856,Vernon Hills,42.2342,-87.9608
10857,Streator,41.125,-88.8303
10858,Bloomingdale,41.9497,-88.0892
10859,Normal,40.522,-88.9877
10860,Collinsville,38.6768,-90.0053
10861,Monee,41.4172,-87.7504
10862,Rolling Meadows,42.0747,-88.0252
10863,Litchfield,39.1963,-89.6288
10864,Stickney,41.8183,-87.773
10865,Dolton,41.6284,-87.5979
10866,Wood Dale,41.9665,-87.9808
10867,Danville,40.1422,-87.6113
10868,Gurnee,42.3707,-87.9391
10869,Rockton,42.45,-89.0631
10870,Antioch,42.4744,-88.072
10871,Summit,41.7877,-87.8146
10872,Lake Zurich,42.1958,-88.0872
10873,Glenwood,41.5412,-87.6119
10874,La Salle,41.3576,-89.0727
10875,Mount Zion,39.7792,-88.8828
10876,Northfield,42.1025,-87.7791
10877,Orland Park,41.6075,-87.8618
10878,Lawrenceville,38.7263,-87.6874
10879,Bellwood,41.8829,-87.8762
10880,Elmhurst,41.8973,-87.9432
10881,Forest Park,41.8683,-87.8157
10882,Island Lake,42.2783,-88.2001
10883,Riverside,41.831,-87.8169
10884,Bourbonnais,41.1831,-87.8781
10885,Saint Joseph,40.1139,-88.0353
10886,Round Lake,42.3439,-88.1059
10887,Flossmoor,41.5391,-87.6857
10888,Alsip,41.6701,-87.7368
10889,Streamwood,42.0209,-88.1778
10890,Warrenville,41.821,-88.1856
10891,Plano,41.6758,-88.5295
10892,Yorkville,41.6551,-88.4509
10893,Sterling,41.7997,-89.6952
10894,Lombard,41.8739,-88.0158
10895,Sandwich,41.6496,-88.6175
10896,Troy,38.727,-89.8967
10897,Savoy,40.06,-88.2552
10898,Orland Hills,41.5905,-87.8413
10899,East Saint Louis,38.6156,-90.1305
10900,Swansea,38.5502,-89.9854
10901,Chillicothe,40.9152,-89.5018
10902,Bridgeview,41.7402,-87.8067
10903,Wilmington,41.3197,-88.1434
10904,Palos Hills,41.6986,-87.8266
10905,Geneseo,41.4508,-90.154
10906,Moline,41.4825,-90.4917
10907,West Dundee,42.0984,-88.3072
10908,Carbondale,37.7219,-89.2237
10909,Bartlett,41.9804,-88.2074
10910,West Chicago,41.8958,-88.2252
10911,Rantoul,40.3032,-88.1551
10912,Springfield,39.7713,-89.6538
10913,Saint Charles,41.9192,-88.3111
10914,Roscoe,42.4252,-89.0084
10915,Pekin,40.5677,-89.6264
10916,Carol Stream,41.9183,-88.1309
10917,Westchester,41.8492,-87.8906
10918,Hawthorn Woods,42.2315,-88.0622
10919,Park City,42.3521,-87.8917
10920,Huntley,42.16,-88.433
10921,Hinsdale,41.8005,-87.9273
10922,Lyons,41.8121,-87.8192
10923,Skokie,42.036,-87.74
10924,Spring Grove,42.4547,-88.2404
10925,Northlake,41.9143,-87.9053
10926,Canton,40.5631,-90.0411
10927,Johnsburg,42.384,-88.2475
10928,Niles,42.0278,-87.8099
10929,Braidwood,41.2696,-88.2233
10930,Byron,42.1273,-89.2622
10931,Cahokia,38.5651,-90.1776
10932,Oak Park,41.8872,-87.7899
10933,Dixon,41.8436,-89.4786
10934,East Moline,41.5198,-90.3878
10935,South Beloit,42.4821,-89.0249
10936,Monticello,40.0338,-88.5729
10937,Herrin,37.7984,-89.0304
10938,Carmi,38.0857,-88.1727
10939,Effingham,39.12,-88.5509
10940,Richton Park,41.4821,-87.7353
10941,Machesney Park,42.3666,-89.0266
10942,Bolingbrook,41.6911,-88.1012
10943,Highland Park,42.1825,-87.8105
10944,Palos Heights,41.6637,-87.7959
10945,Batavia,41.849,-88.3089
10946,Homewood,41.5591,-87.661
10947,Ottawa,41.3528,-88.8319
10948,Tinley Park,41.5671,-87.8049
10949,Shiloh,38.554,-89.9163
10950,Loves Park,42.3365,-88.9976
10951,Lake Bluff,42.2826,-87.851
10952,Waukegan,42.3697,-87.8716
10953,Chicago Heights,41.5101,-87.6347
10954,South Elgin,41.9907,-88.3133
10955,Pana,39.3828,-89.0642
10956,Marion,37.717,-88.9274
10957,Itasca,41.9773,-88.0181
10958,Rock Falls,41.7733,-89.6932
10959,Downers Grove,41.7947,-88.017
10960,Pontiac,40.8881,-88.6415
10961,Rock Island,41.4699,-90.5827
10962,Park Forest,41.4817,-87.6867
10963,Mascoutah,38.5191,-89.8045
10964,Schiller Park,41.9586,-87.8693
10965,La Grange,41.8072,-87.8741
10966,Schaumburg,42.0307,-88.0838
10967,McHenry,42.3388,-88.2932
10968,Robbins,41.6431,-87.708
10969,Princeton,41.3815,-89.4649
10970,Northbrook,42.1292,-87.8352
10971,Salem,38.6278,-88.9582
10972,Rochelle,41.9199,-89.0634
10973,Woodridge,41.7372,-88.041
10974,Oak Lawn,41.7139,-87.7528
10975,Steger,41.4723,-87.6176
10976,Oswego,41.6832,-88.3382
10977,Wilmette,42.077,-87.7282
10978,Champaign,40.1148,-88.2731
10979,Berkeley,41.8891,-87.9114
10980,University Park,41.446,-87.7154
10981,Campton Hills,41.95,-88.4166
10982,Bradley,41.1634,-87.8466
10983,Colona,41.468,-90.3448
10984,Glen Ellyn,41.8669,-88.063
10985,Winnetka,42.1065,-87.7421
10986,Gillespie,39.1258,-89.8173
10987,Murphysboro,37.7679,-89.3321
10988,Urbana,40.1106,-88.1972
10989,Elmwood Park,41.9225,-87.8163
10990,Lake Villa,42.4184,-88.0834
10991,Kankakee,41.1019,-87.8643
10992,Hampshire,42.1112,-88.5119
10993,Manhattan,41.4274,-87.9803
10994,Burr Ridge,41.7485,-87.9198
10995,Lincolnwood,42.0054,-87.7329
10996,Wauconda,42.2749,-88.136
10997,Riverdale,41.644,-87.6366
10998,Robinson,39.0089,-87.733
10999,Crete,41.4398,-87.623
11000,Crestwood,41.6454,-87.7396
11001,Genoa,42.0924,-88.6966
11002,Bartonville,40.6397,-89.6608
11003,Fairview Heights,38.5974,-90.0053
11004,Zion,42.4599,-87.8511
11005,Shorewood,41.518,-88.2149
11006,Calumet City,41.6133,-87.5502
11007,Glencoe,42.1347,-87.7641
11008,Wheaton,41.856,-88.1083
11009,Poplar Grove,42.3508,-88.8344
11010,Villa Park,41.8864,-87.9779
11011,Wheeling,42.1308,-87.9239
11012,Bethalto,38.9016,-90.0472
11013,North Riverside,41.8461,-87.8263
11014,Kewanee,41.2399,-89.9258
11015,Franklin Park,41.936,-87.8794
11016,Highwood,42.206,-87.8129
11017,East Peoria,40.6738,-89.5422
11018,Gilberts,42.1096,-88.3716
11019,Crest Hill,41.5722,-88.1125
11020,Winfield,41.8774,-88.1505
11021,Lincoln,40.1507,-89.372
11022,Blue Island,41.6578,-87.6812
11023,Glendale Heights,41.9196,-88.0784
11024,Alton,38.9033,-90.1523
11025,La Grange Park,41.8308,-87.8723
11026,Decatur,39.8555,-88.9337
11027,Romeoville,41.631,-88.1014
11028,Matteson,41.5095,-87.7469
11029,Paris,39.6148,-87.6905
11030,Evergreen Park,41.7213,-87.7013
11031,Worth,41.6877,-87.7916
11032,Norridge,41.9637,-87.8231
11033,Buffalo Grove,42.1673,-87.9615
11034,Creve Coeur,40.6422,-89.5987
11035,Manteno,41.2505,-87.8442
11036,North Aurora,41.8083,-88.3412
11037,Aurora,41.7638,-88.2901
11038,Macomb,40.472,-90.6816
11039,Harvard,42.4297,-88.6212
11040,Hoffman Estates,42.0638,-88.1463
11041,Rockford,42.2594,-89.0646
11042,Carlinville,39.2782,-89.8766
11043,Sugar Grove,41.7714,-88.4471
11044,Round Lake Park,42.3311,-88.0752
11045,Mount Carmel,38.419,-87.7696
11046,Glen Carbon,38.758,-89.9839
11047,Monmouth,40.9142,-90.642
11048,Inverness,42.1152,-88.1019
11049,Mount Prospect,42.0653,-87.937
11050,Round Lake Beach,42.379,-88.0811
11051,Staunton,39.0112,-89.7935
11052,Eureka,40.7148,-89.2775
11053,Bloomington,40.4756,-88.9698
11054,Lake in the Hills,42.1913,-88.3478
11055,Beardstown,39.9996,-90.4181
11056,Country Club Hills,41.5638,-87.7246
11057,Western Springs,41.8022,-87.9006
11058,Olney,38.7286,-88.0841
11059,Des Plaines,42.0343,-87.9008
11060,Palatine,42.1181,-88.043
11061,Belvidere,42.2545,-88.8647
11062,Cary,42.2128,-88.2491
11063,Chester,37.9199,-89.826
11064,Darien,41.7447,-87.9823
11065,Roselle,41.9807,-88.0862
11066,Greenville,38.8867,-89.3894
11067,Woodstock,42.3103,-88.4357
11068,Mahomet,40.188,-88.3907
11069,Lake Forest,42.238,-87.8596
11070,North Chicago,42.3172,-87.8596
11071,Highland,38.7606,-89.681
11072,Pingree Grove,42.0857,-88.4362
11073,Grayslake,42.3403,-88.0342
11074,Geneva,41.8831,-88.3236
11075,Jacksonville,39.7291,-90.232
11076,Barrington,42.1516,-88.128
11077,Fox Lake,42.426,-88.1847
11078,Winthrop Harbor,42.4806,-87.8294
11079,O'Fallon,38.597,-89.9154
11080,Fort Valley,32.5522,-83.8816
11081,Buford,34.1183,-83.9918
11082,Richmond Hill,31.9207,-81.3181
11083,Atlanta,33.7627,-84.4231
11084,Sugar Hill,34.1082,-84.0558
11085,Swainsboro,32.5866,-82.3345
11086,Toccoa,34.5807,-83.3256
11087,Sylvester,31.53,-83.8337
11088,Cedartown,34.0217,-85.25
11089,Wrightsville,32.7265,-82.7197
11090,Cochran,32.3875,-83.3523
11091,Moultrie,31.1591,-83.7705
11092,Milledgeville,33.0874,-83.2414
11093,Pooler,32.1023,-81.2539
11094,Canton,34.2468,-84.4902
11095,Vidalia,32.2134,-82.4035
11096,Acworth,34.0564,-84.6688
11097,Johns Creek,34.0333,-84.2027
11098,Valdosta,30.8503,-83.2789
11099,Norcross,33.9379,-84.2065
11100,Morrow,33.5816,-84.3391
11101,Byron,32.6477,-83.7539
11102,Statesboro,32.4376,-81.775
11103,Tyrone,33.4751,-84.5942
11104,Dunwoody,33.9418,-84.3123
11105,Hartwell,34.3501,-82.9287
11106,Centerville,32.6341,-83.6854
11107,Peachtree City,33.3943,-84.5711
11108,Calhoun,34.4925,-84.9394
11109,Cornelia,34.5164,-83.5308
11110,Locust Grove,33.3439,-84.107
11111,Carrollton,33.5819,-85.0837
11112,Summerville,34.4788,-85.3491
11113,Alpharetta,34.0704,-84.2739
11114,Snellville,33.856,-84.0039
11115,Barnesville,33.0511,-84.1526
11116,Duluth,34.0054,-84.1493
11117,Braselton,34.1086,-83.8124
11118,Loganville,33.8353,-83.8957
11119,Covington,33.6049,-83.8466
11120,Marietta,33.9532,-84.542
11121,Augusta,33.3644,-82.0708
11122,Rome,34.2657,-85.1863
11123,Woodstock,34.1027,-84.5092
11124,Brookhaven,33.8746,-84.3315
11125,Savannah,32.0282,-81.1784
11126,Rockmart,34.0103,-85.0442
11127,Jefferson,34.1368,-83.6022
11128,Kennesaw,34.0261,-84.6177
11129,Commerce,34.2129,-83.473
11130,Hinesville,31.8269,-81.6216
11131,Port Wentworth,32.1941,-81.1983
11132,Jesup,31.5991,-81.8898
11133,Fairburn,33.5497,-84.5914
11134,Folkston,30.8392,-82.0072
11135,Winder,33.9918,-83.7218
11136,Dacula,33.9812,-83.8936
11137,Stockbridge,33.5265,-84.2293
11138,Fort Oglethorpe,34.9318,-85.2461
11139,Waycross,31.211,-82.3578
11140,Flowery Branch,34.1707,-83.9141
11141,Auburn,34.0151,-83.8316
11142,Douglasville,33.7382,-84.7071
11143,Americus,32.0737,-84.2248
11144,Chamblee,33.8842,-84.3008
11145,Decatur,33.7711,-84.2968
11146,Elberton,34.1064,-82.8706
11147,Union City,33.5939,-84.5629
11148,Grovetown,33.4495,-82.2066
11149,Monroe,33.7997,-83.7155
11150,Cordele,31.9563,-83.7695
11151,McDonough,33.4399,-84.1507
11152,Newnan,33.3763,-84.7758
11153,Powder Springs,33.866,-84.6838
11154,Fitzgerald,31.7135,-83.2515
11155,Dublin,32.5358,-82.9279
11156,Bremen,33.7089,-85.1493
11157,Warner Robins,32.5981,-83.6528
11158,Dalton,34.7688,-84.9711
11159,Sandy Springs,33.9366,-84.3703
11160,Jackson,33.2913,-83.968
11161,Holly Springs,34.1678,-84.4856
11162,Villa Rica,33.7305,-84.9168
11163,Rincon,32.2936,-81.2357
11164,Suwanee,34.0506,-84.0687
11165,Thomson,33.4666,-82.4993
11166,La Grange,33.0276,-85.0383
11167,Forest Park,33.6209,-84.3592
11168,Austell,33.8202,-84.6453
11169,Dallas,33.9153,-84.8416
11170,Peachtree Corners,33.9668,-84.2321
11171,Baxley,31.7652,-82.3512
11172,Waynesboro,33.0909,-82.0146
11173,Montezuma,32.2997,-84.0246
11174,Kingsland,30.8193,-81.7219
11175,Douglas,31.5074,-82.8543
11176,Fayetteville,33.4497,-84.4703
11177,Doraville,33.9072,-84.2711
11178,Athens,33.9508,-83.3689
11179,Cumming,34.2068,-84.1339
11180,Lovejoy,33.4422,-84.3178
11181,LaFayette,34.7088,-85.2815
11182,Garden City,32.0867,-81.1773
11183,Hampton,33.3834,-84.2853
11184,Clarkston,33.8138,-84.2381
11185,Smyrna,33.864,-84.5169
11186,Albany,31.5776,-84.1762
11187,Griffin,33.2418,-84.2747
11188,Conyers,33.6645,-83.9967
11189,Saint Marys,30.7567,-81.5722
11190,Stone Mountain,33.8037,-84.172
11191,Lilburn,33.8887,-84.1379
11192,Cartersville,34.1631,-84.8007
11193,Dahlonega,34.5303,-83.9796
11194,Jasper,34.4711,-84.4495
11195,Cairo,30.8789,-84.2051
11196,Perry,32.4713,-83.7282
11197,Gainesville,34.2903,-83.8299
11198,East Point,33.6696,-84.47
11199,College Park,33.6385,-84.4597
11200,Brunswick,31.145,-81.474
11201,Sandersville,32.9827,-82.8093
11202,Columbus,32.51,-84.8771
11203,Forsyth,33.0347,-83.938
11204,Cusseta,32.347,-84.787
11205,Thomasville,30.8394,-83.9782
11206,Tifton,31.4624,-83.5205
11207,Eastman,32.1973,-83.1714
11208,Lawrenceville,33.9524,-83.993
11209,Bainbridge,30.9046,-84.5722
11210,Thomaston,32.8907,-84.3272
11211,Camilla,31.2337,-84.2088
11212,Springfield,32.3641,-81.3079
11213,Milton,34.1353,-84.3138
11214,Riverdale,33.5645,-84.4098
11215,Adel,31.1316,-83.4249
11216,Roswell,34.0391,-84.3513
11217,Hapeville,33.6609,-84.4093
11218,Brownsburg,39.833,-86.3828
11219,Wabash,40.8046,-85.831
11220,Charlestown,38.427,-85.6677
11221,Whitestown,39.9704,-86.3607
11222,Batesville,39.2974,-85.2139
11223,Huntertown,41.2129,-85.1764
11224,McCordsville,39.9036,-85.923
11225,Goshen,41.5741,-85.8304
11226,Griffith,41.5279,-87.424
11227,Jeffersonville,38.3377,-85.7026
11228,Lebanon,40.0318,-86.455
11229,Hammond,41.617,-87.4908
11230,Terre Haute,39.4654,-87.3763
11231,Corydon,38.2132,-86.1259
11232,LaPorte,41.6077,-86.7137
11233,Scottsburg,38.6862,-85.7839
11234,Munster,41.5468,-87.5037
11235,Richmond,39.8318,-84.8904
11236,Gas City,40.4897,-85.5984
11237,Columbus,39.2094,-85.9178
11238,Seymour,38.9474,-85.8914
11239,South Bend,41.6771,-86.269
11240,West Lafayette,40.4432,-86.9239
11241,Dyer,41.4977,-87.5088
11242,Clinton,39.6607,-87.4046
11243,Greenfield,39.7937,-85.7739
11244,Plainfield,39.7005,-86.3726
11245,Syracuse,41.4215,-85.749
11246,Columbia City,41.1611,-85.4854
11247,Lowell,41.2934,-87.4183
11248,North Manchester,41.0044,-85.775
11249,Bluffton,40.7426,-85.173
11250,Monticello,40.7455,-86.7668
11251,Fort Wayne,41.0885,-85.1436
11252,Avon,39.7604,-86.3916
11253,Martinsville,39.4228,-86.4207
11254,Bargersville,39.5414,-86.2004
11255,Gary,41.5906,-87.3472
11256,Frankfort,40.2799,-86.5181
11257,Peru,40.7585,-86.0715
11258,Ellettsville,39.2308,-86.6221
11259,Marion,40.5497,-85.66
11260,Chesterton,41.5995,-87.0549
11261,Westfield,40.0314,-86.1539
11262,Angola,41.6431,-85.005
11263,Valparaiso,41.4796,-87.0528
11264,Huntington,40.8812,-85.5062
11265,Brazil,39.5232,-87.1244
11266,Winfield,41.4097,-87.2623
11267,Elkhart,41.6919,-85.962
11268,Carmel,39.9658,-86.1461
11269,Huntingburg,38.3009,-86.9625
11270,Kokomo,40.464,-86.1277
11271,Auburn,41.3666,-85.0559
11272,Crown Point,41.414,-87.3455
11273,New Whiteland,39.5618,-86.0994
11274,Danville,39.7607,-86.5081
11275,Connersville,39.6582,-85.141
11276,Decatur,40.8301,-84.9281
11277,Lafayette,40.399,-86.8592
11278,Boonville,38.0452,-87.2739
11279,East Chicago,41.6487,-87.4531
11280,Clarksville,38.3225,-85.7674
11281,Tell City,37.9528,-86.7596
11282,Fishers,39.959,-85.968
11283,Bedford,38.8602,-86.4895
11284,Zionsville,39.999,-86.2921
11285,Noblesville,40.0354,-86.0056
11286,New Albany,38.3078,-85.8242
11287,Shelbyville,39.5319,-85.7753
11288,Rochester,41.0591,-86.196
11289,Yorktown,40.183,-85.5123
11290,Crawfordsville,40.0433,-86.8966
11291,Anderson,40.0875,-85.6921
11292,Evansville,37.9882,-87.5339
11293,Saint John,41.4431,-87.469
11294,Nappanee,41.4452,-85.9962
11295,Sellersburg,38.4029,-85.7705
11296,Speedway,39.7937,-86.2479
11297,Logansport,40.7502,-86.3559
11298,Princeton,38.3552,-87.5785
11299,Winona Lake,41.2167,-85.8106
11300,Portage,41.5866,-87.1792
11301,Westville,41.5381,-86.9054
11302,Salem,38.6048,-86.0977
11303,Cumberland,39.7852,-85.9498
11304,Hartford City,40.4536,-85.3735
11305,Mishawaka,41.6733,-86.1667
11306,Berne,40.6567,-84.9555
11307,Tipton,40.2818,-86.0424
11308,Portland,40.4377,-84.9835
11309,Vincennes,38.6759,-87.5102
11310,North Vernon,39.0151,-85.6287
11311,Bloomington,39.1637,-86.5257
11312,Greenwood,39.6019,-86.1073
11313,Alexandria,40.2583,-85.676
11314,Lawrenceburg,39.0989,-84.8713
11315,Washington,38.6592,-87.1721
11316,Jasper,38.3936,-86.9405
11317,Garrett,41.3532,-85.1236
11318,Greensburg,39.3515,-85.5024
11319,Muncie,40.1989,-85.395
11320,Merrillville,41.4728,-87.3197
11321,Beech Grove,39.7153,-86.087
11322,Mooresville,39.6038,-86.3677
11323,Indianapolis,39.7771,-86.1458
11324,Michigan City,41.7098,-86.8705
11325,Madison,38.758,-85.397
11326,Rushville,39.6154,-85.4464
11327,Plymouth,41.3482,-86.3188
11328,Cedar Lake,41.3693,-87.438
11329,Greencastle,39.6431,-86.8419
11330,Linton,39.0357,-87.1587
11331,Lake Station,41.5729,-87.26
11332,Lawrence,39.8674,-85.9904
11333,Schererville,41.487,-87.4444
11334,Kendallville,41.4441,-85.2578
11335,Hobart,41.5139,-87.2728
11336,Franklin,39.4935,-86.0541
11337,Highland,41.5484,-87.4587
11338,Union City,40.1994,-84.8204
11339,Mount Vernon,37.9364,-87.8955
11340,Rensselaer,40.9381,-87.1683
11341,New Castle,39.919,-85.3697
11342,New Haven,41.0669,-85.0282
11343,Elwood,40.2743,-85.8372
11344,Warsaw,41.2443,-85.8479
11345,Le Mars,42.7809,-96.1743
11346,Pleasant Hill,41.5857,-93.4998
11347,Davenport,41.5558,-90.6052
11348,Winterset,41.3456,-94.0136
11349,Burlington,40.8072,-91.1249
11350,Sioux Center,43.0746,-96.1707
11351,Ankeny,41.7279,-93.6033
11352,Charles City,43.0644,-92.6745
11353,Mount Pleasant,40.9622,-91.5453
11354,Spirit Lake,43.4177,-95.1109
11355,Centerville,40.7289,-92.8713
11356,Nevada,42.0185,-93.4637
11357,Orange City,43.0019,-96.0565
11358,Waverly,42.725,-92.4706
11359,Newton,41.6965,-93.0405
11360,Marshalltown,42.0341,-92.9067
11361,Washington,41.2982,-91.6928
11362,Grinnell,41.7372,-92.7244
11363,Dubuque,42.5007,-90.7064
11364,Marion,42.0444,-91.5853
11365,Creston,41.0597,-94.365
11366,Iowa City,41.6558,-91.5304
11367,Clinton,41.8434,-90.2408
11368,Knoxville,41.3188,-93.1024
11369,Norwalk,41.4914,-93.6922
11370,Shenandoah,40.7583,-95.372
11371,Algona,43.0743,-94.2302
11372,Asbury,42.5118,-90.7799
11373,Clear Lake,43.1346,-93.374
11374,Webster City,42.4623,-93.8167
11375,Boone,42.0531,-93.8773
11376,Ottumwa,41.0196,-92.4186
11377,Glenwood,41.0445,-95.7408
11378,Johnston,41.6856,-93.7173
11379,Denison,42.016,-95.3528
11380,Independence,42.4621,-91.903
11381,Humboldt,42.7232,-94.2245
11382,Indianola,41.3624,-93.5659
11383,Carroll,42.0697,-94.8647
11384,Keokuk,40.4096,-91.4031
11385,Waterloo,42.492,-92.3522
11386,Estherville,43.3998,-94.8343
11387,Decorah,43.3018,-91.7849
11388,North Liberty,41.744,-91.6107
11389,Spencer,43.1469,-95.1533
11390,Oelwein,42.6714,-91.9132
11391,Altoona,41.6468,-93.4768
11392,Bettendorf,41.5656,-90.4764
11393,Maquoketa,42.0599,-90.665
11394,Clive,41.6145,-93.7973
11395,Grimes,41.6776,-93.7946
11396,Council Bluffs,41.2369,-95.8518
11397,Des Moines,41.5725,-93.6104
11398,Anamosa,42.1091,-91.2759
11399,Clarinda,40.738,-95.034
11400,Fort Madison,40.6198,-91.352
11401,Cedar Rapids,41.9667,-91.6781
11402,Mount Vernon,41.923,-91.4244
11403,Perry,41.838,-94.094
11404,Oskaloosa,41.2921,-92.6404
11405,Sioux City,42.4959,-96.3901
11406,Storm Lake,42.6431,-95.197
11407,Cedar Falls,42.5197,-92.4532
11408,Waukee,41.6002,-93.8702
11409,Red Oak,41.0141,-95.2248
11410,Fort Dodge,42.5098,-94.1751
11411,Muscatine,41.4195,-91.068
11412,Fairfield,41.0071,-91.9673
11413,Pella,41.4051,-92.9178
